all定位误差X-1,all定位误差Y-1,all定位误差X-2,all定位误差Y-2,all定位误差X-3,all定位误差Y-3,all定位误差X-4,all定位误差Y-4,all物件坐标X-1,all物件坐标Y-1,all物理坐标X-1,all物理坐标Y-1,catch定位误差X(移动到拍照位),catch定位误差Y(移动到拍照位),catch光栅反馈X(移动到拍照位),catch光栅反馈Y(移动到拍照位),视觉误差X,视觉误差Y,catch复拍物件坐标X,catch复拍物件坐标Y,catch复拍物理坐标X,catch复拍物理坐标Y,catchPLC坐标X,catchPLC坐标Y,catch定位误差X,catch定位误差Y,catch光栅反馈X,catch光栅反馈Y,releasePLC坐标X,releasePLC坐标Y,release定位误差X,release定位误差Y,release光栅反馈X,release光栅反馈Y,贴合误差X,贴合误差Y,release视觉坐标X(像素),release视觉坐标Y(像素)
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,648.231,1466.313,52.97,31.363,-0.076797485,-0.01999855,113,28.5,-0.037239075,-0.059976578,647.671,1467.201,53.008,31.423,9,-14.4,-0.106801987,-0.010001183,9.1,-14.4,-50,77.5,-0.080001831,-0.009994507,-49.9,77.5,1.621826172,7.251708984,2191.622,848.252
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,699.627,1398.402,49.545,26.778,-0.055297852,-0.01499939,106.2,120.6,-0.015007019,-0.021263123,699.402,1398.717,49.56,26.799,5.6,82.3,-0.065299034,-0.01499939,5.7,82.4,-50,77.5,-0.060001373,-0.019996643,-49.9,77.5,0,3,2190,844
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,907.487,1384.243,35.597,25.777,-0.104797363,-0.01499939,230.8,120.6,-0.001796722,0.0042934417724609375,907.46,1384.179,35.599,25.772,144.1,83.3,-0.104797363,-0.01499939,144.2,83.4,-50,122.8,-0.060001373,-0.009994507,-49.9,122.8,-0.5,-2,2189.5,839
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,991.58,1376.81,29.955,25.257,-0.104797363,-0.01999855,230.8,28.5,-0.005088806,-0.010269165,991.503,1376.962,29.96,25.267,149.7,-8.3,-0.094802856,-0.010000229,149.8,-8.3,-50.4,-12,-0.060001373,-0.020000458,-50.3,-12,-2,-2.5,2188,838.5
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,585.573,1414.085,57.196,27.86,-0.056800842,-0.010000229,113,28.5,-0.01083374,0.0026264190673828125,585.412,1414.046,57.207,27.858,4.7,-10.9,-0.0768013,-0.020000458,4.8,-10.8,-50.4,32.5,-0.060001373,-0.009998322,-50.3,32.5,0.070800781,-10.50427246,2190.071,830.496
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,746.867,857.282,46.572,-9.676,-0.055297852,-0.01499939,106.2,120.6,-0.004707336,0.015263557434082031,746.798,857.055,46.577,-9.691,8.6,118.8,-0.065299034,-0.015007019,8.7,118.8,-50,122.8,-0.060001373,-0.009994507,-49.9,122.8,2.303466797,-0.855957031,2192.303,840.144
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,938.356,816.784,33.733,-12.447,-0.084793091,-0.01499939,230.7,120.6,-0.003562927,0.008944511413574219,938.304,816.651,33.736,-12.456,145.9,121.6,-0.074798584,-0.004997253,146,121.6,-50.4,32.5,-0.060001373,-0.009998322,-50.3,32.5,0.5,-4.50012207,2190.5,836.5
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,938.136,875.92,33.726,-8.464,-0.104797363,-0.01999855,230.8,28.5,0.011775970458984375,-0.001152039,938.311,875.938,33.714,-8.463,145.9,25.5,-0.094802856,-0.010000229,146,25.5,-50,77.5,-0.060001373,-0.009994507,-49.9,77.5,3.332275391,3.5894775390625,2193.332,844.589
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,571.924,843.401,58.321,-10.57,-0.056800842,-0.01999855,113,28.5,-0.019729614,0.0076274871826171875,571.631,843.287,58.341,-10.578,3.6,27.6,-0.056800365,-0.020000458,3.7,27.6,-50.4,-12,-0.060001373,-0.020000458,-50.3,-12,-2,-2,2188,839
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,776.119,824.436,44.621,-11.894,-0.055297852,-0.01499939,106.2,120.6,0.004940032958984375,-0.013371468,776.192,824.635,44.616,-11.881,10.6,121,-0.075298309,-0.004997253,10.6,121,-50.4,-12,-0.060001373,-0.020000458,-50.3,-12,-0.546630859,0.98162841796875,2189.453,841.982
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,916.426,864.467,35.187,-9.231,-0.104797363,-0.01499939,230.8,120.6,0.009197235107421875,-0.010204315,916.562,864.619,35.178,-9.22,144.5,118.4,-0.094802856,-0.01499939,144.6,118.4,-50.4,32.5,-0.060001373,-0.009998322,-50.3,32.5,1.5,-4.5,2191.5,836.5
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,937.652,892.307,33.752,-7.36,-0.104797363,-0.01999855,230.8,28.5,0.0159759521484375,-0.015882015,937.889,892.544,33.736,-7.345,145.9,24.4,-0.074798584,-0.009998322,146,24.4,-50,122.8,-0.060001373,-0.009994507,-49.9,122.8,1.5,-1.00012207,2191.5,840
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,488.022,898.351,63.933,-6.85,-0.056800842,-0.01999855,113,28.5,0.045742034912109375,0.009676456451416016,488.704,898.21,63.887,-6.86,-2,23.9,-0.06680119,-0.010000229,-1.9,23.9,-50,77.5,-0.060001373,-0.009994507,-49.9,77.5,2.653564453,2.542480469,2192.654,843.542
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,777.739,944.123,44.468,-3.834,-0.055297852,-0.01499939,106.2,120.6,-0.001106262,0.008566856384277344,777.723,943.995,44.469,-3.843,10.7,113,-0.065300941,-0.01499939,10.8,113,-50.4,-12,-0.060001373,-0.020000458,-50.3,-12,-2,-1,2188,840
